Tanggal,Deskripsi,Jumlah (Rp),Kategori,Sub-kategori,Metode Pembayaran,Catatan
2025-03-01,Pembayaran Hiburan,462348.0,Pengeluaran,Hiburan,Debit,
2025-03-01,Gaji Bulanan,7000000.0,Pendapatan,Gaji,Transfer Bank,
2025-03-01,Pembayaran Lainnya,99024.0,Pengeluaran,Lainnya,Tunai,
2025-02-28,Pembayaran Makanan,89988.0,Pengeluaran,Makanan,E-Wallet,
2025-02-28,Pembayaran Transportasi,116137.0,Pengeluaran,Transportasi,Tunai,
2025-02-28,Pembayaran Transportasi,429008.0,Pengeluaran,Transportasi,Transfer Bank,
2025-02-28,Pembayaran Makanan,89988.0,Pengeluaran,Makanan,E-Wallet,
2025-02-28,Pembayaran Transportasi,429008.0,Pengeluaran,Transportasi,Transfer Bank,
2025-02-28,Pembayaran Transportasi,116137.0,Pengeluaran,Transportasi,Tunai,
2025-02-27,Pembayaran Kesehatan,34277.0,Pengeluaran,Kesehatan,Debit,
2025-02-27,Pembayaran Hiburan,53301.0,Pengeluaran,Hiburan,Tunai,
2025-02-27,Pembayaran Kesehatan,204668.0,Pengeluaran,Kesehatan,Tunai,
2025-02-27,Pembayaran Hiburan,53301.0,Pengeluaran,Hiburan,Tunai,
2025-02-27,Pembayaran Kesehatan,34277.0,Pengeluaran,Kesehatan,Debit,
2025-02-27,Pembayaran Kesehatan,204668.0,Pengeluaran,Kesehatan,Tunai,
2025-02-26,Pembayaran Belanja,116674.0,Pengeluaran,Belanja,Tunai,
2025-02-26,Pembayaran Belanja,116674.0,Pengeluaran,Belanja,Tunai,
2025-02-25,Pembayaran Makanan,286972.0,Pengeluaran,Makanan,Debit,
2025-02-25,Pembayaran Makanan,286972.0,Pengeluaran,Makanan,Debit,
2025-02-25,Pembayaran Makanan,404904.0,Pengeluaran,Makanan,Tunai,
2025-02-25,Pembayaran Makanan,470004.0,Pengeluaran,Makanan,E-Wallet,
2025-02-25,Pembayaran Makanan,404904.0,Pengeluaran,Makanan,Tunai,
2025-02-25,Pembayaran Makanan,470004.0,Pengeluaran,Makanan,E-Wallet,
2025-02-21,Pembayaran Belanja,40276.0,Pengeluaran,Belanja,Tunai,
2025-02-21,Pembayaran Transportasi,403111.0,Pengeluaran,Transportasi,Transfer Bank,
2025-02-21,Pembayaran Lainnya,326250.0,Pengeluaran,Lainnya,E-Wallet,
2025-02-21,Pembayaran Lainnya,326250.0,Pengeluaran,Lainnya,E-Wallet,
2025-02-21,Pembayaran Belanja,40276.0,Pengeluaran,Belanja,Tunai,
2025-02-21,Pembayaran Transportasi,403111.0,Pengeluaran,Transportasi,Transfer Bank,
2025-02-20,Pembayaran Lainnya,274902.0,Pengeluaran,Lainnya,Debit,
2025-02-20,Pembayaran Lainnya,274902.0,Pengeluaran,Lainnya,Debit,
2025-02-19,Pembayaran Belanja,31274.0,Pengeluaran,Belanja,E-Wallet,
2025-02-19,Pembayaran Belanja,376778.0,Pengeluaran,Belanja,Transfer Bank,
2025-02-19,Pembayaran Hiburan,303205.0,Pengeluaran,Hiburan,Transfer Bank,
2025-02-19,Pembayaran Hiburan,303205.0,Pengeluaran,Hiburan,Transfer Bank,
2025-02-19,Pembayaran Belanja,376778.0,Pengeluaran,Belanja,Transfer Bank,
2025-02-19,Pembayaran Belanja,31274.0,Pengeluaran,Belanja,E-Wallet,
2025-02-18,Pembayaran Belanja,92220.0,Pengeluaran,Belanja,Tunai,
2025-02-18,Pembayaran Hiburan,475520.0,Pengeluaran,Hiburan,Debit,
2025-02-18,Pembayaran Makanan,240466.0,Pengeluaran,Makanan,Kartu Kredit,
2025-02-18,Pembayaran Makanan,240466.0,Pengeluaran,Makanan,Kartu Kredit,
2025-02-18,Pembayaran Belanja,92220.0,Pengeluaran,Belanja,Tunai,
2025-02-18,Pembayaran Hiburan,475520.0,Pengeluaran,Hiburan,Debit,
2025-02-17,Pembayaran Kesehatan,159201.0,Pengeluaran,Kesehatan,Debit,
2025-02-17,Pembayaran Belanja,481236.0,Pengeluaran,Belanja,Tunai,
2025-02-17,Pembayaran Transportasi,273172.0,Pengeluaran,Transportasi,Tunai,
2025-02-17,Pembayaran Transportasi,273172.0,Pengeluaran,Transportasi,Tunai,
2025-02-17,Pembayaran Belanja,481236.0,Pengeluaran,Belanja,Tunai,
2025-02-17,Pembayaran Kesehatan,159201.0,Pengeluaran,Kesehatan,Debit,
2025-02-16,Pembayaran Transportasi,138288.0,Pengeluaran,Transportasi,Transfer Bank,
2025-02-16,Pembayaran Lainnya,120967.0,Pengeluaran,Lainnya,E-Wallet,
2025-02-16,Pembayaran Lainnya,436686.0,Pengeluaran,Lainnya,Debit,
2025-02-16,Pembayaran Lainnya,120967.0,Pengeluaran,Lainnya,E-Wallet,
2025-02-16,Pembayaran Transportasi,138288.0,Pengeluaran,Transportasi,Transfer Bank,
2025-02-16,Pembayaran Lainnya,436686.0,Pengeluaran,Lainnya,Debit,
2025-02-15,Pembayaran Belanja,471988.0,Pengeluaran,Belanja,Tunai,
2025-02-15,Pembayaran Hiburan,409916.0,Pengeluaran,Hiburan,Tunai,
2025-02-15,Pembayaran Hiburan,409916.0,Pengeluaran,Hiburan,Tunai,
2025-02-15,Pembayaran Belanja,471988.0,Pengeluaran,Belanja,Tunai,
2025-02-14,Pembayaran Lainnya,406444.0,Pengeluaran,Lainnya,Debit,
2025-02-14,Pembayaran Lainnya,161295.0,Pengeluaran,Lainnya,E-Wallet,
2025-02-14,Pembayaran Makanan,240632.0,Pengeluaran,Makanan,Debit,
2025-02-14,Pembayaran Makanan,240632.0,Pengeluaran,Makanan,Debit,
2025-02-14,Pembayaran Lainnya,406444.0,Pengeluaran,Lainnya,Debit,
2025-02-14,Pembayaran Lainnya,161295.0,Pengeluaran,Lainnya,E-Wallet,
2025-02-12,Pembayaran Hiburan,311073.0,Pengeluaran,Hiburan,E-Wallet,
2025-02-12,Pembayaran Hiburan,311073.0,Pengeluaran,Hiburan,E-Wallet,
2025-02-11,Pembayaran Kesehatan,396193.0,Pengeluaran,Kesehatan,Tunai,
2025-02-11,Pembayaran Kesehatan,301167.0,Pengeluaran,Kesehatan,Kartu Kredit,
2025-02-11,Pembayaran Kesehatan,447907.0,Pengeluaran,Kesehatan,Tunai,
2025-02-11,Pembayaran Kesehatan,396193.0,Pengeluaran,Kesehatan,Tunai,
2025-02-11,Pembayaran Kesehatan,301167.0,Pengeluaran,Kesehatan,Kartu Kredit,
2025-02-11,Pembayaran Kesehatan,447907.0,Pengeluaran,Kesehatan,Tunai,
2025-02-09,Pembayaran Makanan,25588.0,Pengeluaran,Makanan,Debit,
2025-02-09,Pembayaran Kesehatan,307032.0,Pengeluaran,Kesehatan,Kartu Kredit,
2025-02-09,Pembayaran Kesehatan,307032.0,Pengeluaran,Kesehatan,Kartu Kredit,
2025-02-09,Pembayaran Makanan,25588.0,Pengeluaran,Makanan,Debit,
2025-02-07,Pembayaran Belanja,424783.0,Pengeluaran,Belanja,Debit,
2025-02-07,Pembayaran Makanan,131405.0,Pengeluaran,Makanan,Tunai,
2025-02-07,Pembayaran Hiburan,475905.0,Pengeluaran,Hiburan,Transfer Bank,
2025-02-07,Pembayaran Belanja,424783.0,Pengeluaran,Belanja,Debit,
2025-02-07,Pembayaran Makanan,131405.0,Pengeluaran,Makanan,Tunai,
2025-02-07,Pembayaran Hiburan,475905.0,Pengeluaran,Hiburan,Transfer Bank,
2025-02-06,Pembayaran Hiburan,401980.0,Pengeluaran,Hiburan,Kartu Kredit,
2025-02-06,Pembayaran Lainnya,324273.0,Pengeluaran,Lainnya,E-Wallet,
2025-02-06,Pembayaran Lainnya,324273.0,Pengeluaran,Lainnya,E-Wallet,
2025-02-06,Pembayaran Hiburan,401980.0,Pengeluaran,Hiburan,Kartu Kredit,
2025-02-05,Pembayaran Hiburan,102854.0,Pengeluaran,Hiburan,Tunai,
2025-02-05,Pembayaran Hiburan,102854.0,Pengeluaran,Hiburan,Tunai,
2025-02-02,Pembayaran Transportasi,436032.0,Pengeluaran,Transportasi,E-Wallet,
2025-02-02,Pembayaran Transportasi,436032.0,Pengeluaran,Transportasi,E-Wallet,
2025-02-01,Pembayaran Hiburan,122167.0,Pengeluaran,Hiburan,Kartu Kredit,
2025-02-01,Gaji Bulanan,7000000.0,Pendapatan,Gaji,Transfer Bank,
2025-02-01,Pembayaran Hiburan,122167.0,Pengeluaran,Hiburan,Kartu Kredit,
2025-02-01,Gaji Bulanan,7000000.0,Pendapatan,Gaji,Transfer Bank,
2025-01-31,Pembayaran Hiburan,65135.0,Pengeluaran,Hiburan,Tunai,
2025-01-31,Pembayaran Hiburan,65135.0,Pengeluaran,Hiburan,Tunai,
2025-01-31,Pembayaran Hiburan,153277.0,Pengeluaran,Hiburan,Debit,
2025-01-31,Pembayaran Hiburan,153277.0,Pengeluaran,Hiburan,Debit,
2025-01-30,Pembayaran Hiburan,387352.0,Pengeluaran,Hiburan,Transfer Bank,
2025-01-30,Pembayaran Hiburan,387352.0,Pengeluaran,Hiburan,Transfer Bank,
2025-01-29,Pembayaran Belanja,172512.0,Pengeluaran,Belanja,E-Wallet,
2025-01-29,Pembayaran Kesehatan,292679.0,Pengeluaran,Kesehatan,Debit,
2025-01-29,Pembayaran Belanja,221696.0,Pengeluaran,Belanja,Kartu Kredit,
2025-01-29,Pembayaran Belanja,172512.0,Pengeluaran,Belanja,E-Wallet,
2025-01-29,Pembayaran Belanja,221696.0,Pengeluaran,Belanja,Kartu Kredit,
2025-01-29,Pembayaran Kesehatan,292679.0,Pengeluaran,Kesehatan,Debit,
2025-01-28,Pembayaran Belanja,285912.0,Pengeluaran,Belanja,Transfer Bank,
2025-01-28,Pembayaran Belanja,285912.0,Pengeluaran,Belanja,Transfer Bank,
2025-01-27,Pembayaran Kesehatan,361815.0,Pengeluaran,Kesehatan,Kartu Kredit,
2025-01-27,Pembayaran Kesehatan,361815.0,Pengeluaran,Kesehatan,Kartu Kredit,
2025-01-26,Pembayaran Makanan,297503.0,Pengeluaran,Makanan,Debit,
2025-01-26,Pembayaran Makanan,297503.0,Pengeluaran,Makanan,Debit,
2025-01-24,Pembayaran Makanan,303048.0,Pengeluaran,Makanan,Debit,
2025-01-24,Pembayaran Belanja,289394.0,Pengeluaran,Belanja,Kartu Kredit,
2025-01-24,Pembayaran Belanja,289394.0,Pengeluaran,Belanja,Kartu Kredit,
2025-01-24,Pembayaran Makanan,303048.0,Pengeluaran,Makanan,Debit,
2025-01-20,Pembayaran Belanja,484079.0,Pengeluaran,Belanja,Transfer Bank,
2025-01-20,Pembayaran Belanja,484079.0,Pengeluaran,Belanja,Transfer Bank,
2025-01-19,Pembayaran Lainnya,169450.0,Pengeluaran,Lainnya,Transfer Bank,
2025-01-19,Pembayaran Lainnya,169450.0,Pengeluaran,Lainnya,Transfer Bank,
2025-01-18,Pembayaran Belanja,192082.0,Pengeluaran,Belanja,E-Wallet,
2025-01-18,Pembayaran Belanja,99074.0,Pengeluaran,Belanja,Kartu Kredit,
2025-01-18,Pembayaran Lainnya,93981.0,Pengeluaran,Lainnya,E-Wallet,
2025-01-18,Pembayaran Belanja,99074.0,Pengeluaran,Belanja,Kartu Kredit,
2025-01-18,Pembayaran Lainnya,93981.0,Pengeluaran,Lainnya,E-Wallet,
2025-01-18,Pembayaran Belanja,192082.0,Pengeluaran,Belanja,E-Wallet,
2025-01-17,Pembayaran Lainnya,76648.0,Pengeluaran,Lainnya,E-Wallet,
2025-01-17,Pembayaran Makanan,205090.0,Pengeluaran,Makanan,Transfer Bank,
2025-01-17,Pembayaran Makanan,205090.0,Pengeluaran,Makanan,Transfer Bank,
2025-01-17,Pembayaran Lainnya,76648.0,Pengeluaran,Lainnya,E-Wallet,
2025-01-13,Pembayaran Lainnya,87603.0,Pengeluaran,Lainnya,Kartu Kredit,
2025-01-13,Pembayaran Lainnya,120017.0,Pengeluaran,Lainnya,Transfer Bank,
2025-01-13,Pembayaran Makanan,191696.0,Pengeluaran,Makanan,Kartu Kredit,
2025-01-13,Pembayaran Lainnya,87603.0,Pengeluaran,Lainnya,Kartu Kredit,
2025-01-13,Pembayaran Lainnya,120017.0,Pengeluaran,Lainnya,Transfer Bank,
2025-01-13,Pembayaran Makanan,191696.0,Pengeluaran,Makanan,Kartu Kredit,
2025-01-12,Pembayaran Hiburan,364731.0,Pengeluaran,Hiburan,Kartu Kredit,
2025-01-12,Pembayaran Lainnya,492852.0,Pengeluaran,Lainnya,Tunai,
2025-01-12,Pembayaran Lainnya,492852.0,Pengeluaran,Lainnya,Tunai,
2025-01-12,Pembayaran Hiburan,364731.0,Pengeluaran,Hiburan,Kartu Kredit,
2025-01-11,Pembayaran Kesehatan,326249.0,Pengeluaran,Kesehatan,Transfer Bank,
2025-01-11,Pembayaran Kesehatan,326249.0,Pengeluaran,Kesehatan,Transfer Bank,
2025-01-10,Pembayaran Makanan,323850.0,Pengeluaran,Makanan,E-Wallet,
2025-01-10,Pembayaran Transportasi,303809.0,Pengeluaran,Transportasi,Transfer Bank,
2025-01-10,Pembayaran Hiburan,61223.0,Pengeluaran,Hiburan,Tunai,
2025-01-10,Pembayaran Hiburan,61223.0,Pengeluaran,Hiburan,Tunai,
2025-01-10,Pembayaran Transportasi,303809.0,Pengeluaran,Transportasi,Transfer Bank,
2025-01-10,Pembayaran Makanan,323850.0,Pengeluaran,Makanan,E-Wallet,
2025-01-08,Pembayaran Makanan,211963.0,Pengeluaran,Makanan,Kartu Kredit,
2025-01-08,Pembayaran Belanja,133191.0,Pengeluaran,Belanja,E-Wallet,
2025-01-08,Pembayaran Belanja,133191.0,Pengeluaran,Belanja,E-Wallet,
2025-01-08,Pembayaran Makanan,211963.0,Pengeluaran,Makanan,Kartu Kredit,
2025-01-07,Pembayaran Lainnya,371771.0,Pengeluaran,Lainnya,Kartu Kredit,
2025-01-07,Pembayaran Makanan,266101.0,Pengeluaran,Makanan,Tunai,
2025-01-07,Pembayaran Kesehatan,339249.0,Pengeluaran,Kesehatan,Tunai,
2025-01-07,Pembayaran Kesehatan,339249.0,Pengeluaran,Kesehatan,Tunai,
2025-01-07,Pembayaran Makanan,266101.0,Pengeluaran,Makanan,Tunai,
2025-01-07,Pembayaran Lainnya,371771.0,Pengeluaran,Lainnya,Kartu Kredit,
2025-01-06,Pembayaran Lainnya,99931.0,Pengeluaran,Lainnya,Tunai,
2025-01-06,Pembayaran Kesehatan,80535.0,Pengeluaran,Kesehatan,Transfer Bank,
2025-01-06,Pembayaran Kesehatan,80535.0,Pengeluaran,Kesehatan,Transfer Bank,
2025-01-06,Pembayaran Lainnya,370556.0,Pengeluaran,Lainnya,Debit,
2025-01-06,Pembayaran Lainnya,99931.0,Pengeluaran,Lainnya,Tunai,
2025-01-06,Pembayaran Lainnya,370556.0,Pengeluaran,Lainnya,Debit,
2025-01-05,Pembayaran Makanan,419101.0,Pengeluaran,Makanan,Tunai,
2025-01-05,Pembayaran Kesehatan,335200.0,Pengeluaran,Kesehatan,Debit,
2025-01-05,Pembayaran Makanan,419101.0,Pengeluaran,Makanan,Tunai,
2025-01-05,Pembayaran Kesehatan,335200.0,Pengeluaran,Kesehatan,Debit,
2025-01-04,Pembayaran Hiburan,219503.0,Pengeluaran,Hiburan,Kartu Kredit,
2025-01-04,Pembayaran Transportasi,430867.0,Pengeluaran,Transportasi,Debit,
2025-01-04,Pembayaran Transportasi,430867.0,Pengeluaran,Transportasi,Debit,
2025-01-04,Pembayaran Hiburan,219503.0,Pengeluaran,Hiburan,Kartu Kredit,
2025-01-04,Pembayaran Hiburan,266000.0,Pengeluaran,Hiburan,E-Wallet,
2025-01-04,Pembayaran Hiburan,266000.0,Pengeluaran,Hiburan,E-Wallet,
2025-01-03,Pembayaran Transportasi,256796.0,Pengeluaran,Transportasi,Transfer Bank,
2025-01-03,Pembayaran Kesehatan,479903.0,Pengeluaran,Kesehatan,Debit,
2025-01-03,Pembayaran Kesehatan,479903.0,Pengeluaran,Kesehatan,Debit,
2025-01-03,Pembayaran Transportasi,256796.0,Pengeluaran,Transportasi,Transfer Bank,
2025-01-02,Pembayaran Belanja,27687.0,Pengeluaran,Belanja,Debit,
2025-01-02,Pembayaran Hiburan,80679.0,Pengeluaran,Hiburan,Kartu Kredit,
2025-01-02,Pembayaran Kesehatan,48266.0,Pengeluaran,Kesehatan,Kartu Kredit,
2025-01-02,Pembayaran Kesehatan,48266.0,Pengeluaran,Kesehatan,Kartu Kredit,
2025-01-02,Pembayaran Hiburan,80679.0,Pengeluaran,Hiburan,Kartu Kredit,
2025-01-02,Pembayaran Belanja,27687.0,Pengeluaran,Belanja,Debit,
2025-01-01,Pembayaran Makanan,367346.0,Pengeluaran,Makanan,Kartu Kredit,
2025-01-01,Pembayaran Makanan,447281.0,Pengeluaran,Makanan,Tunai,
2025-01-01,Pembayaran Makanan,367346.0,Pengeluaran,Makanan,Kartu Kredit,
2025-01-01,Gaji Bulanan,7000000.0,Pendapatan,Gaji,Transfer Bank,
2025-01-01,Gaji Bulanan,7000000.0,Pendapatan,Gaji,Transfer Bank,
2025-01-01,Pembayaran Hiburan,219449.0,Pengeluaran,Hiburan,Tunai,
2025-01-01,Pembayaran Hiburan,219449.0,Pengeluaran,Hiburan,Tunai,
2025-01-01,Pembayaran Makanan,447281.0,Pengeluaran,Makanan,Tunai,
2024-12-30,Pembayaran Kesehatan,490795.0,Pengeluaran,Kesehatan,Transfer Bank,
2024-12-30,Pembayaran Kesehatan,490795.0,Pengeluaran,Kesehatan,Transfer Bank,
2024-12-29,Pembayaran Kesehatan,182795.0,Pengeluaran,Kesehatan,Tunai,
2024-12-29,Pembayaran Lainnya,436759.0,Pengeluaran,Lainnya,Tunai,
2024-12-29,Pembayaran Hiburan,176037.0,Pengeluaran,Hiburan,Kartu Kredit,
2024-12-29,Pembayaran Lainnya,436759.0,Pengeluaran,Lainnya,Tunai,
2024-12-29,Pembayaran Kesehatan,182795.0,Pengeluaran,Kesehatan,Tunai,
2024-12-29,Pembayaran Hiburan,176037.0,Pengeluaran,Hiburan,Kartu Kredit,
2024-12-28,Pembayaran Transportasi,100429.0,Pengeluaran,Transportasi,Debit,
2024-12-28,Pembayaran Makanan,470434.0,Pengeluaran,Makanan,Kartu Kredit,
2024-12-28,Pembayaran Makanan,470434.0,Pengeluaran,Makanan,Kartu Kredit,
2024-12-28,Pembayaran Transportasi,100429.0,Pengeluaran,Transportasi,Debit,
2024-12-27,Pembayaran Kesehatan,227634.0,Pengeluaran,Kesehatan,Tunai,
2024-12-27,Pembayaran Belanja,458424.0,Pengeluaran,Belanja,Tunai,
2024-12-27,Pembayaran Kesehatan,227634.0,Pengeluaran,Kesehatan,Tunai,
2024-12-27,Pembayaran Belanja,458424.0,Pengeluaran,Belanja,Tunai,
2024-12-26,Pembayaran Makanan,274921.0,Pengeluaran,Makanan,Tunai,
2024-12-26,Pembayaran Kesehatan,371149.0,Pengeluaran,Kesehatan,Kartu Kredit,
2024-12-26,Pembayaran Lainnya,285832.0,Pengeluaran,Lainnya,Kartu Kredit,
2024-12-26,Pembayaran Kesehatan,371149.0,Pengeluaran,Kesehatan,Kartu Kredit,
2024-12-26,Pembayaran Lainnya,285832.0,Pengeluaran,Lainnya,Kartu Kredit,
2024-12-26,Pembayaran Makanan,274921.0,Pengeluaran,Makanan,Tunai,
2024-12-24,Pembayaran Hiburan,48286.0,Pengeluaran,Hiburan,E-Wallet,
2024-12-24,Pembayaran Lainnya,89593.0,Pengeluaran,Lainnya,Transfer Bank,
2024-12-24,Pembayaran Lainnya,89593.0,Pengeluaran,Lainnya,Transfer Bank,
2024-12-24,Pembayaran Hiburan,48286.0,Pengeluaran,Hiburan,E-Wallet,
2024-12-23,Pembayaran Kesehatan,107657.0,Pengeluaran,Kesehatan,Kartu Kredit,
2024-12-23,Pembayaran Transportasi,333278.0,Pengeluaran,Transportasi,Debit,
2024-12-23,Pembayaran Makanan,118967.0,Pengeluaran,Makanan,Transfer Bank,
2024-12-23,Pembayaran Makanan,118967.0,Pengeluaran,Makanan,Transfer Bank,
2024-12-23,Pembayaran Kesehatan,107657.0,Pengeluaran,Kesehatan,Kartu Kredit,
2024-12-23,Pembayaran Transportasi,333278.0,Pengeluaran,Transportasi,Debit,
2024-12-22,Pembayaran Hiburan,461979.0,Pengeluaran,Hiburan,Tunai,
2024-12-22,Pembayaran Hiburan,461979.0,Pengeluaran,Hiburan,Tunai,
2024-12-21,Pembayaran Belanja,356269.0,Pengeluaran,Belanja,Kartu Kredit,
2024-12-21,Pembayaran Lainnya,465500.0,Pengeluaran,Lainnya,Kartu Kredit,
2024-12-21,Pembayaran Belanja,356269.0,Pengeluaran,Belanja,Kartu Kredit,
2024-12-21,Pembayaran Lainnya,465500.0,Pengeluaran,Lainnya,Kartu Kredit,
2024-12-20,Pembayaran Transportasi,474018.0,Pengeluaran,Transportasi,E-Wallet,
2024-12-20,Pembayaran Hiburan,162786.0,Pengeluaran,Hiburan,Debit,
2024-12-20,Pembayaran Transportasi,474018.0,Pengeluaran,Transportasi,E-Wallet,
2024-12-20,Pembayaran Hiburan,162786.0,Pengeluaran,Hiburan,Debit,
2024-12-19,Pembayaran Belanja,148032.0,Pengeluaran,Belanja,Kartu Kredit,
2024-12-19,Pembayaran Makanan,393658.0,Pengeluaran,Makanan,Transfer Bank,
2024-12-19,Pembayaran Makanan,393658.0,Pengeluaran,Makanan,Transfer Bank,
2024-12-19,Pembayaran Belanja,148032.0,Pengeluaran,Belanja,Kartu Kredit,
2024-12-16,Pembayaran Makanan,459481.0,Pengeluaran,Makanan,Debit,
2024-12-16,Pembayaran Makanan,459481.0,Pengeluaran,Makanan,Debit,
2024-12-15,Pembayaran Kesehatan,182946.0,Pengeluaran,Kesehatan,Debit,
2024-12-15,Pembayaran Lainnya,392400.0,Pengeluaran,Lainnya,Kartu Kredit,
2024-12-15,Pembayaran Lainnya,392400.0,Pengeluaran,Lainnya,Kartu Kredit,
2024-12-15,Pembayaran Kesehatan,182946.0,Pengeluaran,Kesehatan,Debit,
2024-12-14,Pembayaran Belanja,454154.0,Pengeluaran,Belanja,Tunai,
2024-12-14,Pembayaran Hiburan,283906.0,Pengeluaran,Hiburan,E-Wallet,
2024-12-14,Pembayaran Kesehatan,333172.0,Pengeluaran,Kesehatan,Debit,
2024-12-14,Bonus Kinerja,715752.0,Pendapatan,Bonus,Transfer Bank,
2024-12-14,Pembayaran Hiburan,283906.0,Pengeluaran,Hiburan,E-Wallet,
2024-12-14,Pembayaran Kesehatan,333172.0,Pengeluaran,Kesehatan,Debit,
2024-12-14,Bonus Kinerja,715752.0,Pendapatan,Bonus,Transfer Bank,
2024-12-14,Pembayaran Belanja,454154.0,Pengeluaran,Belanja,Tunai,
2024-12-13,Pembayaran Transportasi,48110.0,Pengeluaran,Transportasi,Kartu Kredit,
2024-12-13,Pembayaran Transportasi,48110.0,Pengeluaran,Transportasi,Kartu Kredit,
2024-12-12,Pembayaran Lainnya,212825.0,Pengeluaran,Lainnya,Kartu Kredit,
2024-12-12,Pembayaran Lainnya,212825.0,Pengeluaran,Lainnya,Kartu Kredit,
2024-12-10,Pembayaran Belanja,29632.0,Pengeluaran,Belanja,Tunai,
2024-12-10,Pembayaran Hiburan,170234.0,Pengeluaran,Hiburan,Transfer Bank,
2024-12-10,Pembayaran Belanja,29632.0,Pengeluaran,Belanja,Tunai,
2024-12-10,Pembayaran Hiburan,170234.0,Pengeluaran,Hiburan,Transfer Bank,
2024-12-09,Pembayaran Belanja,224286.0,Pengeluaran,Belanja,E-Wallet,
2024-12-09,Pembayaran Hiburan,210372.0,Pengeluaran,Hiburan,Transfer Bank,
2024-12-09,Pembayaran Transportasi,366714.0,Pengeluaran,Transportasi,Kartu Kredit,
2024-12-09,Pembayaran Hiburan,210372.0,Pengeluaran,Hiburan,Transfer Bank,
2024-12-09,Pembayaran Belanja,224286.0,Pengeluaran,Belanja,E-Wallet,
2024-12-09,Pembayaran Transportasi,366714.0,Pengeluaran,Transportasi,Kartu Kredit,
2024-12-07,Pembayaran Transportasi,174869.0,Pengeluaran,Transportasi,Debit,
2024-12-07,Pembayaran Transportasi,174869.0,Pengeluaran,Transportasi,Debit,
2024-12-05,Pembayaran Kesehatan,43946.0,Pengeluaran,Kesehatan,Debit,
2024-12-05,Pembayaran Kesehatan,43946.0,Pengeluaran,Kesehatan,Debit,
2024-12-04,Pembayaran Lainnya,253945.0,Pengeluaran,Lainnya,Transfer Bank,
2024-12-04,Pembayaran Lainnya,253945.0,Pengeluaran,Lainnya,Transfer Bank,
2024-12-02,Pembayaran Hiburan,262154.0,Pengeluaran,Hiburan,Kartu Kredit,
2024-12-02,Pembayaran Hiburan,262154.0,Pengeluaran,Hiburan,Kartu Kredit,
2024-12-01,Pembayaran Hiburan,244070.0,Pengeluaran,Hiburan,Kartu Kredit,
2024-12-01,Pembayaran Lainnya,496306.0,Pengeluaran,Lainnya,Tunai,
2024-12-01,Gaji Bulanan,7000000.0,Pendapatan,Gaji,Transfer Bank,
2024-12-01,Pembayaran Makanan,282393.0,Pengeluaran,Makanan,Kartu Kredit,
2024-12-01,Pembayaran Makanan,282393.0,Pengeluaran,Makanan,Kartu Kredit,
2024-12-01,Gaji Bulanan,7000000.0,Pendapatan,Gaji,Transfer Bank,
2024-12-01,Pembayaran Hiburan,244070.0,Pengeluaran,Hiburan,Kartu Kredit,
2024-12-01,Pembayaran Lainnya,496306.0,Pengeluaran,Lainnya,Tunai,
2024-11-30,Pembayaran Belanja,295295.0,Pengeluaran,Belanja,Transfer Bank,
2024-11-30,Pembayaran Lainnya,439839.0,Pengeluaran,Lainnya,Transfer Bank,
2024-11-30,Pembayaran Belanja,295295.0,Pengeluaran,Belanja,Transfer Bank,
2024-11-30,Pembayaran Lainnya,439839.0,Pengeluaran,Lainnya,Transfer Bank,
2024-11-29,Pembayaran Belanja,304116.0,Pengeluaran,Belanja,Debit,
2024-11-29,Pembayaran Kesehatan,356752.0,Pengeluaran,Kesehatan,Transfer Bank,
2024-11-29,Pembayaran Kesehatan,455458.0,Pengeluaran,Kesehatan,Tunai,
2024-11-29,Pembayaran Belanja,304116.0,Pengeluaran,Belanja,Debit,
2024-11-29,Pembayaran Kesehatan,356752.0,Pengeluaran,Kesehatan,Transfer Bank,
2024-11-29,Pembayaran Kesehatan,455458.0,Pengeluaran,Kesehatan,Tunai,
2024-11-28,Pembayaran Kesehatan,286243.0,Pengeluaran,Kesehatan,Transfer Bank,
2024-11-28,Pembayaran Lainnya,249949.0,Pengeluaran,Lainnya,Kartu Kredit,
2024-11-28,Pembayaran Kesehatan,247909.0,Pengeluaran,Kesehatan,Tunai,
2024-11-28,Pembayaran Kesehatan,286243.0,Pengeluaran,Kesehatan,Transfer Bank,
2024-11-28,Pembayaran Kesehatan,247909.0,Pengeluaran,Kesehatan,Tunai,
2024-11-28,Pembayaran Lainnya,249949.0,Pengeluaran,Lainnya,Kartu Kredit,
2024-11-27,Pembayaran Transportasi,88769.0,Pengeluaran,Transportasi,Debit,
2024-11-27,Pembayaran Transportasi,88769.0,Pengeluaran,Transportasi,Debit,
2024-11-26,Pembayaran Transportasi,428984.0,Pengeluaran,Transportasi,E-Wallet,
2024-11-26,Pembayaran Makanan,297645.0,Pengeluaran,Makanan,Transfer Bank,
2024-11-26,Pembayaran Transportasi,428984.0,Pengeluaran,Transportasi,E-Wallet,
2024-11-26,Pembayaran Makanan,297645.0,Pengeluaran,Makanan,Transfer Bank,
2024-11-25,Pembayaran Hiburan,196807.0,Pengeluaran,Hiburan,Kartu Kredit,
2024-11-25,Pembayaran Belanja,337025.0,Pengeluaran,Belanja,E-Wallet,
2024-11-25,Pembayaran Makanan,466534.0,Pengeluaran,Makanan,Kartu Kredit,
